id,Titel,Satz,Suspense,Fragesatz,Satzlänge
190,Der Fremde,"Löwenstein drückte sie warm und herzlich, und schrie auf, als er ein kaltes dürres Todtenbein fühlte.",1,0,16
191,Der Fremde,Der Unbekannte verschwand hinter eine Thür.,0,0,6
192,Der Fremde,Mit Grausen und Angst kämpfend blieb Löwenstein lange wie fest gewurzelt;,1,0,11
193,Der Fremde,"hinter ihm stand eine große Linde, ein Alter ging vorbei, den er zitternd fragte, wem die kleine Wohnung gehöre.",0,0,19
194,Der Fremde,"Der Alte schüttelte bedenklich den Kopf, und sagte ihm, daß es das Lindnersche Erbbegräbniß sei.",1,0,15
195,Der Fremde,"Schneidend kamen alle Erinnerungen zu Löwenstein zurück, er kannte jetzt den Kirchhof recht gut, der vor dem Thore lag;",1,0,19
196,Der Fremde,mit zitternden Füßen wankte er in die Stadt.,1,0,8
197,Der Fremde,"Sie begrüßte ihn nicht so herzlich und patriarchalisch, als er erwartet hatte, alle Häuser kamen ihm vor wie große steinerne Särge;",1,0,21
198,Der Fremde,"mit einem kalten Entsetzen ging er durch die Straßen, wie er es als Knabe empfunden hatte, wenn er die Geschichte jener Stadt las, deren Einwohner in Steine verwandelt wurden.
",1,0,29
199,Der Fremde,"Amalie und ihre Eltern kannten den Bleichen, vor Frost Zitternden, nicht wieder, seine Phantasie war zu sehr zerrüttet, er erzählte ihnen den ganzen Vorfall. ",0,0,24
200,Der Fremde,"Amalie ward still und trübsinnig, alle Freuden des Wiedersehens blieben aus.",1,0,11
201,Der Fremde,"Der Vater gab sich Mühe, die ganze Sache philosophisch zu erklären;",0,0,11
202,Der Fremde,"Löwenstein habe die Geschichte Lindners im Sinne gehabt, sei plötzlich auf den Kirchhof gerathen, und seine Phantasie habe ihm alle Begebenheiten untergeschoben.",0,0,22
203,Der Fremde,Löwenstein war einige Tage bettlägrig;,1,0,5
204,Der Fremde,"er erinnerte sich jetzt, was der bleiche Unbekannte über die Freuden des Lebens gesagt hatte, und fand alles so wahr und passend.",0,0,22
205,Der Fremde,"Besuche, alle Arten von Zerstreuungen stellten ihn nach und nach wieder her;",0,0,12
206,Der Fremde,"er dachte nur an die Erscheinung, wenn er allein war;",1,0,10
207,Der Fremde,"so nahte sich der Tag, der zur Hochzeit bestimmt war;",1,0,10
208,Der Fremde,"der Priester legte die Hände der Liebenden in einander, und beide waren unaussprechlich glücklich.",0,0,14
209,Der Fremde,"In der Gesellschaft der Fröhlichen wird auch der Trübsinnige heiter, aber der Glückliche findet sich selig.",0,0,16
210,Der Fremde,"Löwenstein war auf dem höchsten Gipfel seiner Wonne, Musik und Wein begeisterten ihn so sehr, daß er beinahe in eine frohe Laune verfiel, die an den Wahnsinn gränzte.",1,0,28
211,Der Fremde,"Ein Bedienter rief ihn hinaus, weil ihn vor der Thür jemand sprechen wollte.",1,0,13
212,Der Fremde,Ein Gepolter,1,0,2
213,Der Fremde,Geschrei,1,0,1
214,Der Fremde,"Löwenstein wird blutend in den Saal gebracht, vom Wein betäubt war er die Treppe hinuntergestürzt;",1,0,15
215,Der Fremde,"der Arzt, der geholt ward, sprach ihm das Leben ab.",1,0,10
216,Der Fremde,"Er sagte während der Todeszuckungen mit schwacher Stimme, daß Lindner auf der Mitte der Treppe gestanden, und ihn mit derselben Todtenhand hinuntergewinkt habe.",1,0,23
217,Der Fremde,"Amalie stieß einen lauten Schrei aus als er starb, sie sprach wahnsinnig und zeigte den Gästen den gestorbenen Lindner, der an der Saalthüre stehe, und sie starr betrachte.",1,0,28
218,Der Fremde,Sie starb nach einigen Wochen in den heftigsten Ausbrüchen des Wahnwitzes.,1,0,11
219,Der Untergang des Hauses Usher,"Son coeur est un luth suspendu;
Sitôt qu'on le touche il résonne.
De Beranger",-,0,14
220,Der Untergang des Hauses Usher,"Ich war den ganzen Tag lang geritten, einen grauen und lautlosen melancholischen Herbsttag lang – durch eine eigentümlich öde und traurige Gegend, auf die erdrückend schwer die Wolken herabhingen.",0,0,29
221,Der Untergang des Hauses Usher,"Da endlich, als die Schatten des Abends herniedersanken, sah ich das Stammschloß der Usher vor mir.",1,0,16
222,Der Untergang des Hauses Usher,"Ich weiß nicht, wie es kam – aber ich wurde gleich beim ersten Anblick dieser Mauern von einem unerträglich trüben Gefühl befallen.",1,0,22
223,Der Untergang des Hauses Usher,"Ich sage
unerträglich,
denn dies Gefühl wurde durch keine der poetischen und darum erleichternden Empfindungen gelindert, mit denen die Seele gewöhnlich selbst die finstersten Bilder des Trostlosen oder Schaurigen aufnimmt.",0,0,30
224,Der Untergang des Hauses Usher,"Ich betrachtete das Bild vor mir – das einsame Gebäude in seiner einförmigen Umgebung, die kahlen Mauern, die toten, wie leere Augenhöhlen starrenden Fenster, die paar Büschel dürrer Binsen, die weißschimmernden Stümpfe abgestorbener Bäume – mit einer Niedergeschlagenheit, die ich mit keinem anderen Gefühl besser vergleichen kann als mit dem trostlosen Erwachen eines Opiumessers aus seinem Rausche, dem bitteren Zurücksinnen in graue Alltagswirklichkeit, wenn der verklärende Schleier unerbittlich zerreißt.",1,0,69
225,Der Untergang des Hauses Usher,"Es war ein frostiges Erstarren, ein Erliegen aller Lebenskraft – kurz, eine hilflose Traurigkeit der Gedanken, die kein noch so gewaltsames Anstacheln der Einbildungskraft aufreizen konnte zu Erhabenheit, zu Größe.",1,0,30
226,Der Untergang des Hauses Usher,"Was mochte es sein – dachte ich, langsamer reitend –, ja, was mochte es sein, daß der Anblick des Hauses Usher mich so erschreckend überwältigte?",1,1,25
227,Der Untergang des Hauses Usher,Es war mir ein Rätsel;,1,0,5
228,Der Untergang des Hauses Usher,aber ich konnte mich der grauen Wahngespenster nicht erwehren;,1,0,9
229,Der Untergang des Hauses Usher,"ich mußte mich mit der wenig befriedigenden Erklärung begnügen, daß es
tatsächlich
in der Natur ganz einfache Dinge
gibt,
die durch die Umstände, in denen sie uns erscheinen, geradezu niederdrückend auf uns wirken können, daß es aber nicht in unsere Macht gegeben ist, eine Definition dieser Gewalt zu finden.",0,0,49
230,Der Untergang des Hauses Usher,"Es wäre möglich, überlegte ich, daß eine etwas andere Anordnung der einzelnen Bestandteile dieses Landschaftsbildes genügen würde, um die düstere Stimmung des Ganzen abzuschwächen, ja vielleicht sogar vollständig aufzuheben. ",0,0,29
231,Der Untergang des Hauses Usher,"Von diesem Gedanken getrieben, lenkte ich mein Pferd an den steilen Abhang eines schwarzen sumpfigen Teiches, der von keinem Hauch bewegt neben dem Schlosse lag, und spähte ins Wasser – doch ein Schauder, stärker als zuvor, schüttelte mich beim Anblick der auf den Kopf gestellten und verzerrten Bilder der grauen Binsen, der gespenstischen Baumstümpfe und der toten, wie leere Augenhöhlen starrenden Fenster.
",1,0,62
232,Der Untergang des Hauses Usher,"Nichtsdestoweniger beschloß ich, in diesem schwermutvollen Hause einen Aufenthalt von mehreren Wochen zu nehmen.",0,0,14
233,Der Untergang des Hauses Usher,"Sein Eigentümer, Roderick Usher, war einer meiner liebsten Jugendfreunde gewesen, doch seit unserer letzten Begegnung waren viele Jahre dahingegangen.",0,0,19
234,Der Untergang des Hauses Usher,"Da hatte mich jüngst bei meinem Aufenthalt in einem entlegenen Teil des Landes ein Brief erreicht – ein Brief von ihm –, dessen seltsam ungestümer Charakter keine andere als eine persönliche und mündliche Beantwortung zuließ.",1,0,35
235,Der Untergang des Hauses Usher,Das Schreiben zeugte entschieden von nervöser Aufregung. ,1,0,7
236,Der Untergang des Hauses Usher,"Der Verfasser sprach von einer heftigen körperlichen Erkrankung – von niederdrückender geistiger Zerrüttung – und von dem innigen Wunsch, mich, der ich sein bester und tatsächlich sein einziger persönlicher Freund sei, wiederzusehen;",0,0,32
237,Der Untergang des Hauses Usher,"er hoffe, meine erheiternde Gesellschaft werde seinem Zustande etwas Erleichterung bringen.",0,0,11
238,Der Untergang des Hauses Usher,"Die Art und Weise, in der dies und vieles andere gesagt war – die
Herzensbedrängnis,
die aus seinem Verlangen sprach –, das war es, das mir kein Zögern erlaubte, und ich gehorchte daher dieser höchst seltsamen Aufforderung unverzüglich.
",0,0,38
239,Der Untergang des Hauses Usher,"Obgleich wir als Knaben geradezu vertraute Kameraden gewesen waren, wußte ich dennoch recht wenig über meinen Freund.",0,0,17
240,Der Untergang des Hauses Usher,Seine Zurückhaltung war immer außerordentlich gewesen; sie war ihm ganz selbstverständlich erschienen.,0,0,12
241,Der Untergang des Hauses Usher,"Immerhin war mir bekannt, daß seine sehr alte Familie seit unvordenklichen Zeiten wegen einer eigentümlichen Reizbarkeit des Temperaments bekannt gewesen war, einer Reizbarkeit, die lange Jahre hindurch in vielen erhaben eigenartigen Kunstwerken sich aussprach;",0,0,34
242,Der Untergang des Hauses Usher,"später betätigte sich dies feinfühlige Empfinden in mancher Handlung großmütiger, doch unauffälliger Mildtätigkeit und in der leidenschaftlichen Hingabe an das
Studium
der Musik – weniger also an ihre altbekannten leichtfaßlichen Schönheitsformen, als an die tiefverborgenen Probleme dieser Kunst.",0,0,38
243,Der Untergang des Hauses Usher,"Ich hatte auch die sehr bemerkenswerte Tatsache erfahren, daß der Stammbaum der Familie Usher, die jederzeit hochangesehen gewesen, zu keiner Zeit einen ausdauernden Nebenzweig hervorgebracht hatte, mit anderen Worten, daß die Abstammung der ganzen Familie in direkter Linie herzustellen war.",0,0,40
244,Der Untergang des Hauses Usher,"Und ich vergegenwärtigte mir, daß in dieser Familie neben dem ungeteilten Besitztum auch die besonderen Charaktereigentümlichkeiten sich ungeteilt von Glied zu Glied vererbten, und sann darüber nach, inwieweit im Laufe der Jahrhunderte die eine dieser Tatsachen die andere beeinflußt haben könne.",0,0,41
245,Der Untergang des Hauses Usher,"Wahrscheinlich, so sagte ich mir, ist es eben dieser Mangel einer Seitenlinie, ist es dies von Vater zu Sohn immer sich gleichbleibende Erbe von Besitztum und Familienname, das schließlich beide so miteinander identifiziert hatte, daß der ursprüngliche Name des Besitztums in die wunderliche und doppeldeutige Bezeichnung ›das Haus Usher‹ übergegangen war – eine Benennung, die bei den Bauern, die sie anwendeten, beides, sowohl die Familie wie das Familienhaus, zu bezeichnen schien.
",0,0,71
246,Der Untergang des Hauses Usher,"Ich sagte vorhin, daß der einzige Erfolg meines etwas kindischen Beginnens – meines Hinabblickens in den dunklen Teich –
der
gewesen war, den ersten sonderbaren Eindruck, den das Landschaftsbild auf mich gemacht hatte, noch zu vertiefen.",0,0,36
247,Der Untergang des Hauses Usher,"Es ist zweifellos: das Bewußtsein, mit dem ich das Anwachsen meiner abergläubischen Furcht – denn dies ist der rechte Name für die Sache – verfolgte, diente nur dazu, diese Furcht selbst zu steigern.",0,0,33
248,Der Untergang des Hauses Usher,"Denn ich kannte schon lange das paradoxe Gesetz aller Empfindungen, deren Ursprung das Entsetzen, das Grauen ist.",0,0,17
249,Der Untergang des Hauses Usher,"Und einzig dies mag die Ursache gewesen sein einer seltsamen Vorstellung, die in meiner Seele entstand, als ich meine Augen von dem Spiegelbild im Pfuhl wieder hinaufrichtete auf das Wohnhaus selbst;",0,0,31
250,Der Untergang des Hauses Usher,"es war eine Einbildung, so lächerlich in der Tat, daß ich sie nur erwähne, um zu zeigen, wie lebendig, wie stark die Eindrücke waren, die auf mir lasteten.",0,0,28
251,Der Untergang des Hauses Usher,"Ich hatte so auf meine Einbildungskraft eingearbeitet, daß ich wirklich glaubte, das Haus und seine ganze Umgebung sei von einer nur ihm eigentümlichen Atmosphäre umflutet – einer Atmosphäre, die zu der Himmelsluft keinerlei Zugehörigkeit hatte, sondern die emporgedunstet war aus den vermorschten Bäumen, den grauen Mauern und dem stummen Pfuhl – ein giftiger, geheimnisvoller, trüber, träger, kaum wahrnehmbarer bleifarbener Dunst.",1,0,60
252,Der Untergang des Hauses Usher,"Von meinem Geist abschüttelnd, was Traum gewesen sein
mußte,
prüfte ich eingehender das wirkliche Aussehen des Gebäudes.",0,0,17
253,Der Untergang des Hauses Usher,Das auffallendste an ihm schien mir sein beträchtliches Alter zu sein.,0,0,11
254,Der Untergang des Hauses Usher,Die Zeitläufte hatten ihm seine ursprüngliche Farbe genommen.,0,0,8
255,Der Untergang des Hauses Usher,"Ein winzig kleiner Pilz hatte alle Mauern wie mit einem Netzwerk überzogen, dessen feinmaschiges Geflecht von den Dachtraufen herabhing.",0,0,19
256,Der Untergang des Hauses Usher,Doch von irgendwelchem außergewöhnlichen Verfall war das Gebäude noch weit entfernt.,0,0,11
257,Der Untergang des Hauses Usher,"Kein Teil des Mauerwerks war eingesunken, und die noch vollkommen erhaltene Gesamtheit stand in seltsamem Widerspruch zu der bröckelnden Schadhaftigkeit der einzelnen Steine.",0,0,23
258,Der Untergang des Hauses Usher,"Dies Haus stand gleichsam da wie altes Holzgetäfel, das in irgendeinem unbetretenen Gewölbe viele Jahre lang vermoderte, ohne daß je ein Lufthauch von draußen es berührte, und das darum in all seinem inneren Verfall stattlich und lückenlos dasteht.",0,0,38
259,Der Untergang des Hauses Usher,Außer diesen Zeichen eines allgemeinen Verfalls bot das Haus jedoch nur wenige Merkmale von Baufälligkeit.,0,0,15
260,Der Untergang des Hauses Usher,"Vielleicht hätte allerdings ein scharfprüfender Blick einen kaum wahrnehmbaren Riß entdecken können, der an der Frontseite des Hauses vom Dach im Zickzack die Mauer hinunterlief, bis er sich in den trüben Wassern des Teiches verlor.",0,0,35
261,Der Untergang des Hauses Usher,"Diese Dinge bemerkte ich, während ich über einen kurzen Dammweg zum Hause hinaufritt.",0,0,13
262,Der Untergang des Hauses Usher,"Ein wartender Diener nahm mein Pferd, und ich trat unter den gotisch gewölbten Torbogen der Halle.",0,0,16
263,Der Untergang des Hauses Usher,"Ein Kammerdiener mit leichtem, leisem Schritt führte mich schweigend durch dunkle und gewundene Gänge bis in das Arbeitszimmer seines Herrn.",1,0,20
264,Der Untergang des Hauses Usher,"Vieles, was ich unterwegs erblickte, trug irgendwie dazu bei, das unbestimmte niederdrückende Gefühl, von dem ich schon gesprochen habe, zu verstärken.",1,0,21
265,Der Untergang des Hauses Usher,"Diese Dinge um mich her – das Schnitzwerk der Deckentäfelung, der ebenholzglänzende Flur, die düsteren Wandteppiche mit ihrem phantastischen Waffenschmuck, der bei meinen Tritten rasselte –, das alles waren Dinge, die schon meiner Kindheit vertraut gewesen waren, wie ich mir unumwunden eingestehen mußte –, dennoch wunderte ich mich, was für unheimliche Vorstellungen so gewöhnliche Dinge erwecken konnten.",1,0,57
266,Der Untergang des Hauses Usher,Auf einer der Treppen begegnete ich dem Hausarzt.,0,0,8
267,Der Untergang des Hauses Usher,"Sein Gesichtsausdruck erschien mir gemein und durchtrieben, obgleich mein Anblick ihn verblüffte.",1,0,12
268,Der Untergang des Hauses Usher,Er begrüßte mich verwirrt und ging weiter.,1,0,7
269,Der Untergang des Hauses Usher,"Jetzt riß der Kammerdiener eine Türe auf und führte mich hinein zu seinem Herrn.
",1,0,14
270,Der Untergang des Hauses Usher,"Das Zimmer, in dem ich mich nun befand, war sehr groß und hoch.",0,0,13
271,Der Untergang des Hauses Usher,Die Fenster waren lang und schmal und hatten gotische Spitzbogenform;,0,0,10
272,Der Untergang des Hauses Usher,"sie befanden sich so hoch über dem schwarzen eichenen Fußboden, daß man nicht an sie heranreichen konnte.",0,0,17
273,Der Untergang des Hauses Usher,"Ein schwacher Schimmer rötlichen Lichtes drang durch die vergitterten Scheiben herein und reichte gerade hin, die hervortretenden Gegenstände des Gemachs erkennbar zu machen;",0,0,23
274,Der Untergang des Hauses Usher,"doch mühte sich das Auge vergebens, bis in die entfernten Winkel des Zimmers oder in die Tiefen der schmuckreichen Deckenwölbung vorzudringen.",0,0,21
275,Der Untergang des Hauses Usher,Dunkle Teppiche hingen an den Wänden.,0,0,6
276,Der Untergang des Hauses Usher,"Die Einrichtung war im allgemeinen überladen prunkvoll, unbehaglich, altmodisch und schadhaft.",0,0,11
277,Der Untergang des Hauses Usher,"Eine Menge Bücher und Musikinstrumente lagen umher, doch auch das vermochte nicht, die tote Starrheit des öden Raumes zu beleben.",0,0,20
278,Der Untergang des Hauses Usher,"Ich fühlte, daß ich eine Luft einatmete, die schwer von Gram und Sorge war.",1,0,14
279,Der Untergang des Hauses Usher,"Wie ernste, tiefe, unheilbare Schwermut lastete es hier auf allem.
",1,0,10
280,Der Untergang des Hauses Usher,"Bei meinem Eintritt erhob sich Usher von einem Sofa, auf dem er lang ausgestreckt gelegen hatte, und begrüßte mich mit warmer Lebhaftigkeit, die mir zuerst übertrieben schien – etwa als gezwungene Liebenswürdigkeit des blasierten Weltmannes.",0,0,35
281,Der Untergang des Hauses Usher,Ein Blick jedoch auf sein Gesicht überzeugte mich von seiner völligen Aufrichtigkeit.,0,0,12
282,Der Untergang des Hauses Usher,"Wir setzten uns, und da er nicht gleich sprach, betrachtete ich ihn minutenlang – und wurde von Mitleid und Grauen ergriffen.",1,0,21
283,Der Untergang des Hauses Usher,"Sicherlich, kein Mensch hatte sich je in so kurzer Zeit so schrecklich verändert wie Roderick Usher!",1,0,16
284,Der Untergang des Hauses Usher,"Nur mit Mühe gelang es mir, die Identität dieser gespenstischen Gestalt da vor mir mit dem Gefährten meiner Kindheit festzustellen.",1,0,20
285,Der Untergang des Hauses Usher,Doch seine Gesichtsbildung war immer merkwürdig und auffallend gewesen:,0,0,9
286,Der Untergang des Hauses Usher,"eine leichenhafte Blässe; große klare und unvergleichlich leuchtende Augen; Lippen, die etwas schmal und sehr bleich waren – aber von ungemein schönem Schwunge; eine Nase von edelzartem jüdischen Schnitt, doch mit ungewöhnlich breiten Nüstern; ein schöngebildetes Kinn, dessen wenig kräftige Form einen Mangel an sittlicher Energie verriet; Haare, die feiner und zarter waren als Spinnenfäden.",0,0,55
287,Der Untergang des Hauses Usher,"Diese einzelnen Züge, verbunden mit einer massigen Kraft und Breite der Stirn über den Schläfen, bildeten ein Antlitz, das man nicht leicht vergessen konnte.",0,0,24
288,Der Untergang des Hauses Usher,"Und nun hatte die übertriebene Entwicklung dieser charakteristischen Einzelheiten genügt, den Ausdruck seiner Züge derart zu verändern, daß ich nicht einmal wußte, ob er es wirklich war.",0,0,27
289,Der Untergang des Hauses Usher,"Vor allem war ich bestürzt, ja entsetzt von der jetzt gespenstischen Blässe der Haut und dem jetzt übernatürlichen Strahlen des Auges. ",1,0,21
290,Der Untergang des Hauses Usher,"Das seidige Haar hatte ein ungewöhnliches Wachstum entfaltet, und wie es da so seltsam wie hauchzarter Altweibersommer sein Gesicht umflutete, konnte ich beim besten Willen nicht dies arabeskenhaft verschlungene Gewebe mit dem einfachen Begriff Menschenhaar in Beziehung bringen.",1,0,38
291,Der Untergang des Hauses Usher,Im Benehmen meines Freundes überraschte mich sofort eine gewisse Verwirrtheit – seiner Rede fehlte der Zusammenhang;,1,0,16
292,Der Untergang des Hauses Usher,"und ich erkannte dies als eine Folge seiner wiederholten kraftlosen Versuche, ein ihm innewohnendes Angstgefühl, das ihn wie Zittern überkam, zu unterdrücken – einer heftigen nervösen Aufregung Herr zu werden.",1,0,30
293,Der Untergang des Hauses Usher,Ich war allerdings auf etwas Derartiges gefaßt gewesen;,0,0,8
294,Der Untergang des Hauses Usher,"sowohl sein Brief als auch meine Erinnerung an bestimmte Wesenseigenheiten des Knaben hatten mich darauf vorbereitet, und auch sein Äußeres wie sein Temperament ließen dergleichen ahnen.",0,0,26
295,Der Untergang des Hauses Usher,Sein Wesen war abwechselnd lebhaft und mürrisch.,0,0,7
296,Der Untergang des Hauses Usher,"Seine Stimme, die eben noch zitternd und unsicher war (wenn die Lebensgeister in tödlicher Erschlaffung ruhten), flammte plötzlich auf zu heftiger Entschiedenheit – wurde schroff und nachdrücklich – dann schwerfällig und dumpf, bleiern einfältig – wurde zu den sonderbar modulierten Kehllauten der ungeheuren Aufregung des sinnlos Betrunkenen oder des unverbesserlichen Opiumessers.",0,0,51
297,Der Untergang des Hauses Usher,"So sprach er also von dem Zweck meines Besuches, von seinem dringenden Verlangen, mich zu sehen, und von dem trostreichen Einfluß, den er von mir erhoffe.",0,0,26
298,Der Untergang des Hauses Usher,Nach einer Weile kam er auf die Natur seiner Krankheit zu sprechen.,0,0,12
299,Der Untergang des Hauses Usher,"Es war, sagte er, ein ererbtes Familienübel, ein Übel, für das ein Heilmittel zu finden er verzweifle – nichts weiter als nervöse Angegriffenheit, fügte er sofort hinzu, die zweifellos bald vorübergehen werde.",0,0,32
300,Der Untergang des Hauses Usher,Sie äußere sich in einer Menge unnatürlicher Erregungszustände.,0,0,8
301,Der Untergang des Hauses Usher,"Einige derselben, die er mir nun beschrieb, verblüfften und erschreckten mich, doch mochte an dieser Wirkung seine Ausdrucksweise, die
Form
seines Berichtes, schuld sein.",0,0,24
302,Der Untergang des Hauses Usher,"Er litt viel unter einer krankhaften Verschärfung der Sinne; nur die fadeste Nahrung war ihm erträglich; als Kleidung konnte er nur ganz bestimmte Stoffe tragen; jeglicher Blumenduft war ihm zuwider; selbst das schwächste Licht quälte seine Augen, und es gab nur einige besondere Tonklänge – und diese nur von Saiteninstrumenten –, die ihn nicht mit Entsetzen erfüllten.
",0,0,57
303,Der Untergang des Hauses Usher,"Ich sah, daß er der Furcht, dem Schreck, dem Grauen sklavisch unterworfen war.",1,0,13
304,Der Untergang des Hauses Usher,"»Ich werde zugrunde gehen«, sagte er,
»ich muß
zugrunde gehen an dieser beklagenswerten Narrheit.",1,0,14
305,Der Untergang des Hauses Usher,"So, so und nicht anders wird mich der Untergang ereilen!",1,0,10
306,Der Untergang des Hauses Usher,"Ich fürchte die Ereignisse der Zukunft – nicht sie selbst, aber ihre Wirkungen.",1,0,13
307,Der Untergang des Hauses Usher,"Ich schaudere bei dem Gedanken, irgendein ganz geringfügiger Vorfall könne die unerträgliche Seelenerregung verschlimmern.",1,0,14
308,Der Untergang des Hauses Usher,"Ich habe wirklich kein Entsetzen vor der Gefahr, nur vor ihrer unvermeidlichen Wirkung – vor dem Schrecken.",1,0,17
309,Der Untergang des Hauses Usher,"In diesem entnervten, in diesem bedauernswerten Zustand fühle ich, daß früher oder später die Zeit kommen wird, da ich beides, Vernunft und Leben, hingeben muß – verlieren im Kampf mit dem gräßlichen Phantom:",1,0,33
310,Der Untergang des Hauses Usher,Furcht.,1,0,1
311,Der Untergang des Hauses Usher,"Noch einen andern sonderbaren Zug seiner geistigen Verfassung erfuhr ich nach und nach aus abgerissenen, unbestimmten Andeutungen.",0,0,17
312,Der Untergang des Hauses Usher,"Er war hinsichtlich des Hauses, das er bewohnte, in gewissen abergläubischen Vorstellungen befangen.",0,0,13
313,Der Untergang des Hauses Usher,"Schon seit Jahren hatte er sich nicht mehr aus dem Hause herausgewagt – infolge eines Einflusses, dessen eingebildete Wirkung er mir in so unbestimmten, schattendunkeln Worten mitteilte, daß ich sie hier nicht wiedergeben kann.",1,0,34
314,Der Untergang des Hauses Usher,"Wie er sagte, hatten einige Besonderheiten in der Bauart und dem Baumaterial seines Stammschlosses in dieser langen Leidenszeit auf seinen Geist Einfluß erlangt – einen Einfluß also, den das
Physische
der grauen Mauern und Türme und des trüben Pfuhls, in den sie alle hinabstarrten, auf seine
Psyche
ausübte.",1,0,48
315,Der Untergang des Hauses Usher,"Jedoch gab er zögernd zu, daß die seltsame Schwermut, unter der er leide, einer natürlicheren, gewissermaßen handgreiflicheren Ursache zugeschrieben werden könne – nämlich der schweren und langwierigen Krankheit – ja der offenbar nahen Auflösung – einer zärtlich geliebten Schwester – der einzigen Gefährtin langer Jahre – der letzten und einzigen Verwandten auf Erden.",0,0,53
316,Der Untergang des Hauses Usher,"Ihr Hinscheiden, sagte er mit einer Bitterkeit, die ich nie vergessen kann, würde ihn (ihn, den Hoffnungslosen, Gebrechlichen) als den Letzten des alten Geschlechtes der Usher zurücklassen.",0,0,27
317,Der Untergang des Hauses Usher,"Während er sprach, durchschritt Lady Magdalen – so hieß seine Schwester – langsam den entfernten Teil des Gemachs und verschwand, ohne meine Anwesenheit beachtet zu haben.",0,0,26
318,Der Untergang des Hauses Usher,"Ich betrachtete sie mit maßlosem Erstaunen, das nicht frei war von Entsetzen – und dennoch konnte ich mir keine Rechenschaft geben über das, was ich fühlte.",1,0,26
319,Der Untergang des Hauses Usher,"Wie Erstarrung kam es über mich, als meine Augen ihren entschwebenden Schritten folgten.",1,0,13
320,Der Untergang des Hauses Usher,"Als sich die Tür hinter ihr geschlossen hatte, suchte mein Blick unwillkürlich und begierig das Antlitz des Bruders – aber er hatte das Gesicht in den Händen vergraben, und ich konnte nur bemerken, daß seine mageren Finger, zwischen denen viele leidenschaftliche Tränen hindurchsickerten, von noch gespenstischerer Blässe waren als gewöhnlich.",0,0,50
321,Der Untergang des Hauses Usher,Schon lange hatte die Krankheit der Lady Magdalen der Geschicklichkeit der Ärzte gespottet.,0,0,13
322,Der Untergang des Hauses Usher,"Eine beständige Apathie, ein langsames Hinwelken und häufige, wenn auch vorübergehende Anfälle, vermutlich kataleptischer Natur, das war die ungewöhnliche Diagnose.",0,0,20
323,Der Untergang des Hauses Usher,Bislang hatte sie standhaft der Gewalt der Krankheit getrotzt und war noch nicht bettlägerig geworden.,0,0,15
324,Der Untergang des Hauses Usher,"Am Tage meiner Ankunft aber unterlag sie gegen Abend der vernichtenden Macht des Zerstörers – so berichtete ihr Bruder mir des Nachts in unaussprechlicher Aufregung, und ich erfuhr, daß der flüchtige Anblick, den ich von ihr gehabt, wohl auch der letzte gewesen sein werde – daß Lady Magdalen wenigstens
lebend
nicht mehr von mir erblickt würde.
",1,0,56
325,Der Untergang des Hauses Usher,"In den nächsten Tagen wurde ihr Name weder von Usher noch von mir erwähnt; und während dieser Zeit war ich ernstlich und angestrengt bemüht, meinen Freund seinem Trübsinn zu entreißen.",0,0,30
326,Der Untergang des Hauses Usher,"Wir malten und lasen zusammen, oder ich lauschte wie im Traum seinen seltsamen Improvisationen auf der Gitarre.",0,0,17
327,Der Untergang des Hauses Usher,"Und wie nun eine innige und immer innigere Vertrautheit mich immer rückhaltloser eindringen ließ in die Tiefen seiner Seele, kam ich immer mehr zu der bitteren Erkenntnis, daß alle Versuche vergeblich sein mußten, ein Gemüt zu erheitern, dessen Schwermut wie eine ewig unwandelbare positive Eigenschaft sich ergoß und alle Dinge der Welt stetig und ausnahmslos mit düsteren Strahlen beflutete.",0,0,59
328,Der Untergang des Hauses Usher,"Ich werde stets ein Andenken bewahren an die vielen feierlich ernsten Stunden, die ich so allein mit dem Haupt des Hauses Usher zubrachte;",0,0,23
329,Der Untergang des Hauses Usher,"dennoch ist es mir nicht möglich, einen Begriff zu geben von dem Charakter der Studien oder Beschäftigungen, in die er mich einspann oder zu denen er mich hinwies.",1,0,28
330,Der Untergang des Hauses Usher,"Sein übertriebener, ruheloser, geradezu krankhafter Idealismus warf auf all unser Tun einen schwefelig feurigen Glanz.",1,0,15
331,Der Untergang des Hauses Usher,Seine langen improvisierten Klagegesänge werden mir ewig in den Ohren klingen;,1,0,11
332,Der Untergang des Hauses Usher,"unter anderem habe ich in schmerzlichster, quälendster Erinnerung eine seltsame Variation – eine Paraphrase über ›Carl Maria von Webers letzte Gedanken‹.",0,0,21
333,Der Untergang des Hauses Usher,"Die Bildwerke, die seine rastlose Phantasie erstehen ließ und die seine Hand in wunderbar verschwommenen Strichen wiedergab, weckten in mir ein tödliches Grauen, das umso grausiger war, als ich nicht enträtseln konnte, weshalb diese Bilder mich so schauerlich berührten;",1,0,39
334,Der Untergang des Hauses Usher,"so lebhaft sie mir auch vor Augen stehen – ich würde mich vergeblich bemühen, mehr von ihnen wiederzugeben als eben möglich ist, mit Worten flüchtig anzudeuten.",0,0,26
335,Der Untergang des Hauses Usher,"Durch die übertriebene Einfachheit, ja Nacktheit seiner Bilder fesselte er – erzwang er die Aufmerksamkeit.",0,0,15
