id,Titel,Satz,Suspense,Fragesatz,Satzlänge
235,Am Kamin,"Wenn der Teekessel ein Vertreter des häuslichen Herdes sein soll, so muß er unbedingt auf einem Kohlenbecken kochen; und zwar auf Torfkohlen, gehörig durchgeglühten.",0,0,24
236,Am Kamin,Das hält auch besser Dauer als jene ungemütliche Maschinerie.,0,0,9
237,Am Kamin,"Nun, alter Herr, es soll mir auf ein Kännchen Sprit nicht ankommen!",0,0,12
238,Am Kamin,Bleibt aber doch immerhin die Apothekerflamme der Berzeliuslampe!,0,0,8
239,Am Kamin,"Indessen, da es hierorts weder einen Torf noch einen Teekomfort gibt – Sie kennen das Ding wohl nicht einmal? –, so akzeptiere ich das Kännchen Sprit.",0,1,26
240,Am Kamin,"Nun, so tun Sie Ihre Mauskiste auf.",0,0,7
241,Am Kamin,Was haben Sie zu erzählen?,0,1,5
242,Am Kamin,"Ich habe heute, da ich an einem neueröffneten Putzladen vorbeiging, lebhaft einer alten Freundin in der Heimat gedenken müssen.",0,0,19
243,Am Kamin,"Sie war die Tochter eines Handwerkers aus einem Nachbarstädtchen und wohnte längere Zeit in einem meinen Eltern gehörigen Häuschen, dessen Hof an den Garten unsres Wohnhauses grenzte.",0,0,27
244,Am Kamin,"Sehr gegen ihre Neigung suchte sie ihren Unterhalt durch Putzarbeiten zu erwerben, die sie für die weibliche Bevölkerung der Umgegend verfertigte.",0,0,21
245,Am Kamin,"Auch verhehlte sie sich keineswegs, daß ihr die Sache ziemlich übel von der Hand ging;",0,0,15
246,Am Kamin,"und wenn sie nur irgend Feierabend machen konnte, schloß sie die verhaßte Arbeit in die Kommodenschublade und nahm statt dessen eins ihrer geliebten Bücher zur Hand, oder sie griff auch wohl selbst zur Feder und brachte eine kleine Geschichte oder irgendeinen sinnigen Gedanken zu Papier.",0,0,45
247,Am Kamin,"Die Beschränktheit ihrer Lebensverhältnisse, verbunden mit dem Drang, allerlei feingeistige Nahrung zu sich zu nehmen – denn Rahels Briefe waren ihre Lieblingskost –, hatten eine seltsame, aber nicht uninteressante Auffassung der Dinge bei ihr hervorgebracht; und wir haben über das Gartenstaket hinweg manch kurzweiliges Plauderstündchen miteinander abgehalten.",0,0,47
248,Am Kamin,Hans!,0,0,1
249,Am Kamin,"Was denn, Frau?",0,1,3
250,Am Kamin,Du verdunkelst da etwas.,0,0,4
251,Am Kamin,Durch jenes Häuschen führte ein Richtweg nach der Hauptstraße; und neben dem Wege war das Stübchen der Putzmacherin.,0,0,18
252,Am Kamin,"Gesteh es nur, Hans;",0,0,4
253,Am Kamin,"Aber, meine Damen, meine Freundin war keineswegs eine Sandsche Geneviève, sondern eine gesetzte, hagere Person von fünfundvierzig Jahren!",0,0,18
254,Am Kamin,"Aber sie hatte noch sehr blanke, braune Augen, Hans, und die lebhafte Röte ihres Angesichts zeugte von der Erregbarkeit ihres Herzens, und wenn sie mir damals auch in gewählten Worten ihre Freude über unsre Verlobung aussprach, weil der böse Leumund die Besuche des jungen Mannes nun nicht mehr mißdeuten könnte, so habe ich doch darin das verhüllte Bekenntnis gegenseitiger Neigung nicht verkennen können.",0,0,63
255,Am Kamin,Ich will unsre beiderseitige Zuneigung keineswegs herabsetzen.,0,0,7
256,Am Kamin,"Jene Äußerung meiner Freundin aber dürfte wohl nur von einer übermäßigen Jungfräulichkeit herrühren, wie sie durch ein zu langes Verweilen im ledigen Stande mitunter hervorgetrieben wird.",0,0,26
257,Am Kamin,"Denn als sie später dennoch sich verheiratete und zum Erstaunen der Welt eines tüchtigen Knaben genas, hat sie sich anfänglich nicht überwinden können, den Jungen an die Brust zu legen, weil, wie sie sich ausdrückte, das Kind andern Geschlechts sei.",0,0,40
258,Am Kamin,Hans!,0,0,1
259,Am Kamin,Du lügst ja;,0,0,3
260,Am Kamin,sie hat sich ja gar nicht verheiratet.,0,0,7
261,Am Kamin,Nicht?,0,1,1
262,Am Kamin,"Nun, da verwechsle ich die Geschichte.",0,0,6
263,Am Kamin,"Sei dem, wie ihm wolle, diese meine Freundin, der ich ein treues Gedächtnis bewahre, war im Heimlichen wie im Unheimlichen sehr zu Hause.",0,0,23
264,Am Kamin,"Von ihren mancherlei Geschichten ist mir indessen – verzeih, Klärchen! – nur ein Traum im Gedächtnis geblieben!",0,0,17
265,Am Kamin,"Es existierte – so erzählte sie mir –, vorzeiten in unsrer Gegend eine reiche holländische Familie, welche allmählich fast alle großen Höfe in der Nähe meiner Vaterstadt in Besitz bekommen hatte – vorzeiten, sage ich; denn das Glück der van A... hatte nicht standgehalten.",0,0,44
266,Am Kamin,"In meiner Kindheit lebte von der ganzen Familie nur noch eine alte Dame, die Witwe des längst verstorbenen Pfenningmeisters van A..., die übrigen Glieder der Familie waren gestorben, zum Teil auf seltsame und gewalttätige Weise ums Leben gekommen;",1,0,38
267,Am Kamin,"und von den ungeheuren Besitzungen war nur noch ein altes Giebelhaus in der Stadt zurückgeblieben, in welchem die Letzte dieses Namens den Rest ihrer Tage in Einsamkeit verlebte.",0,0,28
268,Am Kamin,"Ich habe sie damals oft gesehen, das schmale, scharfgeschnittene Gesicht von dem dichten Haubenstriche eingefaßt; aber wir Kinder hatten Scheu vor ihr, es lag etwas in ihren Augen, das uns erschreckte.",1,0,31
269,Am Kamin,"Auch ging allerlei unheimliches Gerede, nicht allein über den Erwerb des Vermögens in früherer Zeit, sondern auch über die Mittel, durch welche der verstorbene Pfenningmeister den Ruin desselben aufzuhalten versucht habe.",1,0,31
270,Am Kamin,"Ob es ein Mißbrauch seines Amtes oder was es sonst gewesen sein sollte, erinnere ich mich nicht mehr;",0,0,18
271,Am Kamin,"wohl aber, daß man die überlebende Witwe als die eigentliche Urheberin davon betrachtete.",0,0,13
272,Am Kamin,"Gleichwohl war es immer eine Art Fest für mich, wenn ich, wie dies wohl bei einer Bestellung für meine Eltern geschah, einige Minuten in ihrem hohen, mit altmodischen Seltsamkeiten angefüllten Zimmer verweilen durfte.",0,0,33
273,Am Kamin,"Ich sehe sie noch vor mir, wie sie neben dem Glasschrank strack und steif in ihrem Lehnstuhl saß, zwischen Schriften und Rechnungsbüchern umhertastend oder ein großes Strickzeug mit ihren hageren Fingern bewegend.",1,0,32
274,Am Kamin,"Nur einmal habe ich einen andern Menschen als ihre alte Magd bei ihr angetroffen; und die kurze Szene, von der ich damals Augenzeuge wurde, machte auf mich einen tiefen Eindruck, ohne daß ich mir über die Bedeutung derselben klarzuwerden vermocht hätte.",1,0,41
275,Am Kamin,"Es war ein zerlumptes Weib aus der Stadt, das vor der alten Dame stand.",0,0,14
276,Am Kamin,"Bei meinem Eintritt warf sie ihr einen harten Speziestaler vor die Füße und ging dann unter höhnenden, leidenschaftlichen Worten zur Tür hinaus.",0,0,22
277,Am Kamin,"Die Frau van A..., die nichts darauf erwidert hatte, stand jetzt von ihrem Lehnstuhl auf und ging, ohne von mir Notiz zu nehmen, eine lange Weile im Zimmer auf und ab, indem sie die Hände umeinanderwand und halblaute klagende Worte hervorstieß.",1,0,41
278,Am Kamin,"Plötzlich eines Morgens hieß es, daß sie gestorben sei, und schon am Nachmittag wußte ich mich in das Sterbehaus zu schleichen und betrachtete durch das Fenster der Stubentür mit einem aus Grauen und Neugier gemischten Gefühle das wachsbleiche Gesicht, das aus dem weißen Kissen der Alkovenbettstelle hervorragte.",1,0,47
279,Am Kamin,Dann nach einigen Tagen kam die Begräbnisfeier;,1,0,7
280,Am Kamin,"ich verspeiste mit großem Appetit die leckeren Butterkringel, die beim Leichenschmaus in der Nachbarschaft verteilt wurden, und sah von unsern Treppensteinen aus den mit schwarzem Tuch bezogenen Sarg aus dem alten Hause hinaus- und die lange Straße hinabtragen.",0,0,38
281,Am Kamin,"Einige Wochen später träumte mir, daß ich in der Dämmerung auf unserm langen Hausflur spielte.",0,0,15
282,Am Kamin,"Bei der immer stärker hereinbrechenden Dunkelheit überfiel mich mit einem Male ein Gefühl von Einsamkeit, und ich wollte eben in die Stube zu meiner Mutter gehen, als ich die Haustürglocke schellen und die alte Frau van A... hereintreten sah.",1,0,39
283,Am Kamin,"Ich war mir vollständig bewußt, daß sie tot sei, und schlüpfte, da sie näher kam, nur kaum an ihr vorbei in die Wohnstube, wo meine Mutter eben das Licht angezündet hatte.",1,0,31
284,Am Kamin,"Während ich zu ihr lief und mich an ihrer Schürze festhielt, bemerkte ich, daß die Verstorbene in eine bunte Nachtjacke und einen weißen wollenen Unterrock gekleidet war, wie ich sie in frühen Morgenstunden wohl mitunter gesehen hatte.",1,0,37
285,Am Kamin,"Sie ging auf den kleinen, in die Wand gemauerten Beilegeofen zu und streichelte mit zitternden Händen die daran befindlichen Messingknöpfe; dabei wandte sie den Kopf zu meiner Mutter und sagte mit einer traurigen Stimme:",1,0,34
286,Am Kamin,"Ach, Frau Nachbarin, darf ich mich wohl ein bißchen wärmen?",1,1,10
287,Am Kamin,Mich friert so sehr!,1,0,4
288,Am Kamin,"Und als sie leise vor sich hinseufzend noch eine Weile stehenblieb, bemerkte ich, daß unten der Saum ihres wollenen Rockes an mehreren Stellen angebrannt war.",1,0,25
289,Am Kamin,"Wie der Traum ausgegangen, weiß ich nicht;",0,0,7
290,Am Kamin,ich dachte am andern Morgen nicht eben lange daran und sagte auch niemandem davon.,0,0,14
291,Am Kamin,Aber er erneuerte sich.,1,0,4
292,Am Kamin,"Einige Nächte darauf träumt mir, daß ich abends wie gewöhnlich mit meiner Näharbeit neben meiner Mutter in der Stube sitze, da schellte es draußen an der Haustür.",0,0,27
293,Am Kamin,"»Sieh zu, wer da ist!« sagte meine Mutter;",0,0,8
294,Am Kamin,"und als ich die Tür öffne, um hinauszusehen, steht wieder die Frau van A... vor mir, in derselben Kleidung, wie ich sie das vorige Mal gesehen.",1,0,26
295,Am Kamin,"Von dem entsetzlichsten Grauen befallen, springe ich zurück und krieche längs der Wand unter den großen Tisch, welcher in der Ecke am Fenster stand.",1,0,24
296,Am Kamin,"Wie das erste Mal ging die Frau, leise vor sich hinjammernd, an den Ofen.",1,0,14
297,Am Kamin,"»Mich friert, ach, wie mich friert!« sagte sie, und ich hörte deutlich, wie ihre Zähne aufeinanderschlugen.",1,0,16
298,Am Kamin,"Bei dem Schein des auf dem Tische stehenden Lichtes bemerkte ich jetzt auch, daß sie bloße Füße hatte, aber seltsamerweise, es waren große Brandwunden an denselben, und auch der wollene Rock war heute weit mehr verbrannt als in der vorigen Nacht.",1,0,41
299,Am Kamin,"Und dabei stand sie fortwährend und klammerte sich mit den Händen an den Ofen, nur mitunter einen Seufzer oder ein tiefes Stöhnen ausstoßend.",1,0,23
300,Am Kamin,Der Traum wollte mich diesmal am Morgen nicht wieder verlassen.,1,0,10
301,Am Kamin,"Während des Frühstücks duldete mein Vater nicht, daß irgend etwas Aufregendes oder Unangenehmes von uns vorgebracht wurde.",0,0,17
302,Am Kamin,"Als aber später meine Mutter aufstand und in die Küche ging, folgte ich ihr und erzählte ihr dort genau, was mir in den beiden Nächten geträumt hatte.",0,0,27
303,Am Kamin,"Ich sehe noch die Bestürzung, die sich während meiner Erzählung in ihrem Gesicht ausdrückte.",1,0,14
304,Am Kamin,"Ich hatte kaum geendet, als sie die Hände über dem Kopf zusammenschlug und in ihrer plattdeutschen Mundart ausrief:",1,0,18
305,Am Kamin,"Herr Gott im Himmel, ganz min egen Droom!",1,0,8
306,Am Kamin,"Dann erzählte sie mir, wie sie in denselben Nächten im Traum genau dasselbe erlebt hatte wie ich.",1,0,17
307,Am Kamin,Später hat sich indessen der Traum bei uns nicht wiederholt.,0,0,10
308,Am Kamin,Woher ist die tote Frau gekommen?,0,1,6
309,Am Kamin,Ich kann Ihnen hierauf leider keine Antwort geben.,0,0,8
310,Am Kamin,"Aber zwei andre Fragen treten bei dieser Geschichte, an deren Wahrheit ich keinen Grund zu zweifeln habe, wenigstens an mich noch näher heran.",1,0,23
311,Am Kamin,"War der eine Traum nur die Quelle des andern, wie das bei dem Wolfe so augenscheinlich der Fall zu sein scheint, oder gab es noch ein Drittes, worin dieselben ihren gemeinsamen Ursprung hatten?",1,1,33
312,Am Kamin,"Lassen Sie mich Ihnen indessen sogleich noch einen andern Vorfall erzählen.
",0,0,11
313,Am Kamin,"Vor einigen Jahren verlebte ich, wie Sie wissen, mit meiner Frau ein paar Wochen auf dem Gute meines Bruders.",0,0,19
314,Am Kamin,"Wenn wir des Tags zwischen Wiesen und Kornfeldern umhergeschlendert oder auch wohl mit den Kindern in den nahen Wald gefahren waren, so stand abends im Hause ein sehr behaglicher Teetisch für uns bereit, an dem sich auch wohl der eine oder andre von den benachbarten Hofbesitzern einzufinden pflegte.",0,0,48
315,Am Kamin,"Bei solcher Veranlassung beklagte sich eines Abends mein Bruder gegen seinen nächsten Gutsnachbar, einen Mann, mit dem es sich sehr angenehm plauderte, daß ihm seit einiger Zeit fortwährend kleine Quantitäten Frucht von seinem Boden abhanden gekommen, ohne daß er den Dieb zu entdecken vermocht hätte.",0,0,45
316,Am Kamin,"Nachdem alles durchgesprochen war, was etwa zur Aufklärung der Sache dienen mochte, sagte Herr B..r:",0,0,15
317,Am Kamin,Mir selbst ist es in einem ähnlichen Falle nach dem Sprichwort ergangen:,0,0,12
318,Am Kamin,Gott gibt's den Trägen im Schlaf.,0,0,6
319,Am Kamin,Auf näheres Befragen erzählte er dann folgendes:,0,0,7
320,Am Kamin,"Wie Sie wissen, pflegte ich die zu meinem Haferboden führende Falltür jeden Abend mit einem Vorlegeschloß zu verschließen und den Schlüssel beim Zubettgehen mit in meine Schlafkammer zu nehmen.",0,0,29
321,Am Kamin,So habe ich es schon seit vielen Jahren gehalten.,0,0,9
322,Am Kamin,"In dem Herbste, ehe Sie im Frühjahr darauf in unsre Nachbarschaft kamen, bemerkte ich mehrfach, wenn ich des Morgens auf den Boden kam, daß in der Nacht jemand, und zwar in scheinbarer Hast, über dem Hafer gewesen sei.",1,0,38
323,Am Kamin,"Denn es war bald an dem einen, bald an dem andern Ende des Haufens darin gewühlt, und eine Menge Körner lagen unordentlich über die Dielen zerstreut, was ich an den Abenden vorher, wo ich zufällig auch dort gewesen war, nicht bemerkt hatte.",1,0,42
324,Am Kamin,"Mein erster Gedanke war, daß mein Kutscher, dem ich seit einiger Zeit, zu seinem großen Ärger, die Rationen für die Pferde etwas beschränkt hatte, aus Liebe zu dem armen Viehzeug zum Spitzbuben geworden sei.",0,0,34
325,Am Kamin,Allein aus verschiedenen Gründen mußte ich den Verdacht aufgeben.,0,0,9
326,Am Kamin,"Da träumte mir eines Nachts, ich stehe im Mondschein auf dem Haferboden am Fenster.",0,0,14
327,Am Kamin,"Wie ich dahin gelangt sein sollte, wußte ich nicht anzugeben; denn es war mir sehr wohl bewußt, daß die Falltür verschlossen sei.",0,0,22
328,Am Kamin,Plötzlich höre ich unter derselben einen Schlüssel in dem Vorlegeschloß umdrehen;,1,0,11
329,Am Kamin,"gleich darauf hebt sich die Tür, und ich sehe bei der in dem Raume herrschenden Mondhelle das Gesicht eines Menschen von der Treppe her auftauchen, in dem ich deutlich einen alten Arbeiter erkannte, der schon seit vielen Jahren bei mir gearbeitet und den ich in keiner Weise in Verdacht gehabt hatte.",1,0,51
330,Am Kamin,"Während er noch mit dem Arm die Tür zurückdrängt, scheint auch er mich gewahr zu werden, denn die Tür fällt wieder zu, und ich sehe nichts mehr.",1,0,27
331,Am Kamin,Aber ich erwache.,1,0,3
332,Am Kamin,"Das Gesicht war so lebhaft gewesen, daß mir das Herz klopfte, und dabei schien der Mond so grell in die Kammer; gerade wie ich es im Traum gesehen.",1,0,28
333,Am Kamin,"Ich wollte aufstehen und die Sache sogleich untersuchen, aber ich schalt mich eben Narren;",1,0,14
334,Am Kamin,"auch war es kalt draußen, über den Hof zu gehen, und das Bett war so behaglich warm.",0,0,17
335,Am Kamin,"Mit einem Wort, ich konnte mich nicht überwinden und schlief endlich wieder ein.",0,0,13
336,Am Kamin,"Am andern Morgen, als ich beim Frühstück saß, trat der alte Martin zu mir in die Stube.",0,0,17
337,Am Kamin,"Er sah verstört aus, drehte seine Mütze in den Händen und stand eine ganze Weile vor mir, ohne ein Wort hervorbringen zu können.",1,0,23
338,Am Kamin,"»Jagen Sie mich nicht fort, Herr«, sagte er endlich, »es ist aus großer Not geschehen.«",1,0,15
339,Am Kamin,"»Wie meint Er das, Martin?« fragte ich.",1,1,7
340,Am Kamin,Er sah mich an.,1,0,4
341,Am Kamin,"»Ich wollte auch schon sogleich auf den Boden zurück«, sagte er dann, »aber ich war so sehr erschrocken, als ich Sie da so am Fenster stehen sah.«",1,0,27
342,Am Kamin,"Während ich in diesem Augenblick vielleicht nicht weniger erschrak, erfuhr ich nach und nach die näheren Umstände des Diebstahls und die unglücklichen Verhältnisse, die den bisher ehrlichen Mann zum Verbrecher gemacht hatten.",0,0,32
343,Am Kamin,Hier schwieg der Erzähler.,0,0,4
344,Am Kamin,"Von meinem Bruder erfuhr ich später, daß er dem alten Martin damals gründlich geholfen und ihn auch bis zu dessen Tode auf dem Hofe behalten hat.",0,0,26
345,Am Kamin,"Da hätten wir also eine Geschichte, wo der Wachende durch den Träumenden zum Visionär wird.",0,0,15
346,Am Kamin,Aber der Tee dürfte indessen fertig sein;,0,0,7
347,Am Kamin,vielleicht ist Klärchen so gütig?,0,1,5
348,Am Kamin,"Aber was sehen Sie denn so in die Tasse, alter Herr?",0,1,11
349,Am Kamin,Er ist vorschriftsmäßig präpariert.,0,0,4
350,Am Kamin,O der!,0,0,2
351,Am Kamin,Der prophezeit aus der Teetasse oder vielmehr aus der Tasse Tee wie die Hexe aus dem Kaffeesatz.,0,0,17
352,Am Kamin,"Nämlich nicht etwa das Schicksal, sondern den Bildungsgrad der Familie, in der die Tasse präsentiert wird; und wenn wir hier nicht so ganz unzweifelhaft gebildete Leute wären, ich glaube, er wäre imstande, mitunter daran zu zweifeln.",0,0,36
353,Am Kamin,"Was ist das, alter Herr!",0,0,5
354,Am Kamin,"Verteidigen Sie sich, oder – prophezeien Sie lieber einmal;",0,0,9
355,Am Kamin,Sie haben die Tasse ja in Händen.,0,0,7
356,Am Kamin,"Meine gnädigste Frau, Sie werden mir zugehen, daß, so wie das Bier der Feind, so der Tee der Freund der denkenden Menschen ist; und es dürfte daher die Art, wie dieser Freund in einem Hause be- respektive mißhandelt, wie er serviert und genossen wird, zu allerlei nicht gar zu fehltreffenden Schlußfolgerungen in der angedeuteten Beziehung berechtigen.",0,0,56
357,Am Kamin,Das ist ja aber eine ganz unverschämte Theorie!,0,0,8
358,Am Kamin,Ich will mich schlafen legen; denn jetzt folgt das ganze Rezept der Teebereitung.,0,0,13
359,Am Kamin,"Nein, Kläre, es folgt nicht, obgleich so etwas von einem Küstenmenschen zu hören euch hier nur ersprießlich sein könnte.",0,0,19
360,Am Kamin,"Seien Sie nicht so grob, alter Herr!",0,0,7
361,Am Kamin,Ich bestrafe mich durch Schweigen.,0,0,5
362,Am Kamin,"Aber Herr T. wird Ihnen die Geschichte erzählen, die ich ihm schon seit lange am Gesichte angesehen habe.",0,0,18
363,Am Kamin,Sie haben nicht fehlgesehen;,0,0,4
364,Am Kamin,"es ist mir allerdings etwas eingefallen, das sich dem vorhin Erzählten anschließt, nur daß es noch um einen Schritt darüber hinausgeht.",0,0,21
365,Am Kamin,Wir sind bereit zu hören.,0,0,5
366,Am Kamin,"Als ich vor einigen Jahren, es war um Ostern, in B. in Garnison stand – so erzählte mir der Hauptmann von K. –, wollten die dortigen Offiziere einer schönen Fremden einen Abschiedsball geben, mit der wir den Winter über viel und gern getanzt hatten.",0,0,44
367,Am Kamin,"Eine unumgängliche Reparatur war Veranlassung, daß wir auf den Saal des Kasinos verzichteten und uns nach einem andern Lokal umtun mußten.",0,0,21
368,Am Kamin,"Das hatte indessen in B., das an dergleichen Räumlichkeiten etwa nicht reich ist, seine Schwierigkeiten.",0,0,15
369,Am Kamin,"Es wurde ein Komitee von vier Festordnern niedergesetzt, zu denen auch ich gehörte, und demselben das ganze Arrangement der Sache, vor allem aber die Aufspürung des Ballsaales, aufgetragen.",0,0,28
370,Am Kamin,"Endlich nach vielen Bemühungen war er gefunden; in einem großen, ziemlich baufälligen Hause der Vorstadt, das in früheren Jahren, als B. noch Universitätsstadt war, zum öffentlichen Tanzlokale gedient hatte.",0,0,29
371,Am Kamin,Jetzt wurde es in seinen oberen Räumlichkeiten als Kornspeicher benutzt;,0,0,10
372,Am Kamin,der ungeheure Saal selbst stand gegenwärtig leer und ungebraucht.,0,0,9
373,Am Kamin,"Aber mochte er schon in seinen besten Zeiten sich nur einer bescheidenen Ausrüstung erfreut haben, jetzt, mit den vor Feuchtigkeit triefenden Wänden, mit der dumpfen Luft hinter den geschlossenen Fensterläden dünkte er mich beim ersten Eintritt in der Tat wie ein große Gruft.",0,0,43
374,Am Kamin,Desto mehr gab es für uns zu tun; denn wodurch ließe sich ein tanzlustiges Offizierskorps wohl entmutigen.,0,0,17
375,Am Kamin,Es gab indessen ein neues Hindernis zu überwinden.,0,0,8
376,Am Kamin,"Der Pächter des Hauses hatte eben eine Quantität Korn gekauft, welche in den nächsten Tagen auf dem Saal gelagert werden sollte, da die Böden so gut wie besetzt waren.",0,0,29
377,Am Kamin,Wir ließen uns auch das nicht anfechten;,0,0,7
378,Am Kamin,"wir gingen zu dem Herrn Agenten, wir plauderten mit ihm, wir machten uns liebenswürdig und brachten es auch wirklich dahin, daß der nachgiebige Mann, augenscheinlich wider bessere Einsicht, das Korn in den oberen Räumen des Gebäudes unterbringen ließ.",0,0,38
379,Am Kamin,"Dann wurden Maurer, Tischler, Tapezierer in Arbeit gesetzt;",0,0,8
380,Am Kamin,"in dem alten Saale wurde gelüftet, gehämmert, drapiert und gestrichen; und täglich ging einer oder der andre von uns dahin, um die Arbeiten zu beaufsichtigen und anzuordnen.",0,0,27
381,Am Kamin,"Plötzlich, zu meinem großen Bedauern, wurde ich nach H. abkommandiert.",0,0,10
382,Am Kamin,"Da war kein Ausweg, ich mußte auf den Ball verzichten.",0,0,10
383,Am Kamin,"An meiner Stelle trat auf meinen Vorschlag der Hauptmann von L. in das Festkomitee, mein ältester und intimster Jugendfreund.",0,0,19
384,Am Kamin,"Ein paar Tage nachdem ich meinen neuen Bestimmungsort erreicht hatte, saß ich eines Nachmittags, mit Briefschreiben beschäftigt, auf meinem Zimmer.",0,0,20
385,Am Kamin,"Ich schrieb an L., den ich um die Nachsendung einiger Effekten und die Bezahlung einiger kleiner Schulden ersuchen wollte.",0,0,19
386,Am Kamin,"Ich hatte auch sonst noch so manches auf dem Herzen, was ich dem Freunde mit teilen mußte.",0,0,17
387,Am Kamin,"So saß ich, ganz in meinen Brief vertieft.",0,0,8
388,Am Kamin,"Als ich aber zufällig einmal die Augen aufschlage, sehe ich zu meiner Verwunderung L. selbst in der Ecke des Zimmers stehen und mit sonderbar ausdruckslosen Augen nach mir hinstarren.",1,0,29
389,Am Kamin,Er sprach nicht; aber er führte mit einer schwerfälligen Gebärde die Hand an die Lippen und schien sich damit etwas aus dem Munde zu ziehen.,1,0,25
390,Am Kamin,"Es kam mir vor, als ob es Getreidekörner seien.",1,0,9
391,Am Kamin,"Indem ich aber die Augen anstrengte, um schärfer zu scheu, wurde die Gestalt undeutlich, und bald sah ich nichts mehr als die nackten Wände.",1,0,24
392,Am Kamin,"Erst jetzt, als ich mich in dem hellen Zimmer wieder allein fand, überkam mich das Gefühl des Unheimlichen;",1,0,18
393,Am Kamin,"ich stand auf und verschloß den angefangenen Brief in meinen Sekretär, ich konnte mich nicht überwinden, ihn zu Ende zu schreiben.",1,0,21
394,Am Kamin,"Einige Tage darauf erhielt ich von einem andern Kameraden die Nachricht, daß an jenem Vormittage der mit Getreide überlastete Boden oberhalb des Saales eingestürzt sei.",1,0,25
395,Am Kamin,"Als man das Korn hinweggeräumt, hatte man unter demselben die Leiche des Hauptmanns von L. gefunden, der, da die Arbeiter zum Mittagessen fortgegangen waren, sich zur Zeit des Unfalls allein in dem schon fast vollendet umgestalteten Festlokale aufgehalten hatte.",1,0,39
396,Am Kamin,"Horatio sagt, es sei nur Einbildung!",0,0,6
397,Am Kamin,Wer sprach da?,0,1,3
398,Am Kamin,"Du, Alexius?",0,1,2
399,Am Kamin,Endlich?,0,1,1
400,Am Kamin,"Ich habe schon zu Anfang eurer Geschichte hier an der Portiere gestanden und zugehört, wie ihr von den Träumenden auf den Sterbenden gekommen seid.",0,0,24
401,Am Kamin,"Es bleibt nun noch eins übrig; und wenn ihr hören wollt, so werde ich mich nicht scheuen, diesen letzten Schritt zu tun.",0,0,22
402,Am Kamin,"Nein, bleibt nur ruhig sitzen!",0,0,5
403,Am Kamin,Es läßt sich auch von hier aus erzählen.,0,0,8
404,Am Kamin,"Ich habe diese seltsame Geschichte von einem nahen Verwandten, der sie zum Teil selbst erlebt, teils später aus nächster Quelle erfahren hat.",0,0,22
405,Am Kamin,"Er hielt sich vor mehreren Jahren vorübergehend in B. auf, wo derzeit auch der in wissenschaftlichen und künstlerischen Kreisen bekannte Geheime Medizinalrat W. lebte.",0,0,24
406,Am Kamin,"Eines Abends, da er in Gesellschaft mit demselben zusammentraf, geriet die Unterhaltung in Veranlassung eines soeben erschienenen Buches, »Über das Leben der Seele«, unmerklich in jene dunkle Region, wo wir so gern mit unsicherem Finger umhertasten.",0,0,36
407,Am Kamin,Man besprach die Fortexistenz der Seele nach dem Vergehen des Körpers und endlich auch die Möglichkeit einer Einwirkung der Toten auf die Lebendigen.,1,0,23
408,Am Kamin,Der alte Medizinalrat hatte bei dieser letzten Wendung des Gesprächs schweigend in seinem Lehnstuhl gesessen.,1,0,15
409,Am Kamin,Nun erhob er den weißgepuderten Kopf und sagte:,1,0,8
410,Am Kamin,"Meine verehrten Herrschaften, wenn dergleichen möglich wäre, so würde ich es ohne Zweifel an mir erfahren haben;",1,0,17
411,Am Kamin,"ich will auch nicht leugnen, daß mir mitunter die Gedanken so gekommen sind; jedoch geschehen ist mir niemals etwas.",1,0,19
412,Am Kamin,Auf näheres Andringen fuhr er dann fort:,0,0,7
413,Am Kamin,"Es ist kein Hehl dabei, ich kann es in diesem vertrauten Kreise wohl mitteilen, zumal Sie den, welchen es betrifft, gekannt und auch wohl wertgehalten haben.",0,0,26
414,Am Kamin,"Ich meine unsern verstorbenen Freund, den Justizrat Z.",1,0,8
415,Am Kamin,"Sie werden sich erinnern, daß er jahrelang an einem Herzleiden kränkelte, bis es endlich seinem tätigen Leben ein plötzliches Ziel setzte.",1,0,21
416,Am Kamin,"Der Zustand des Kranken war derart, daß darüber die differentesten Meinungen bei den zu Rate gezogenen Ärzten herrschten.",1,0,18
417,Am Kamin,"Während der letzten Monate hatte ich mit diesem werten Freunde, der sich rücksichtlich des annahenden Todes keineswegs einer Täuschung hingab, vielfache Gespräche gepflogen, wie wir sie heute abend hier gehört haben;",0,0,31
418,Am Kamin,"namentlich liebte er es, sich hypothetischen Grübeleien über einen notwendigen Zusammenhang des Körpers mit der Seele hinzugeben.",0,0,17
419,Am Kamin,"Nur daraus vermag ich es zu erklären, daß der sonst so verständige Mann von einer fast unbegreiflichen Angst vor einer demnächstigen Sektion seiner Leiche heimgesucht wurde, welche er andererseits von der wissenschaftlichen Neugier meiner Herren Kollegen mit gutem Grund erwarten konnte.",0,0,41
420,Am Kamin,"So kam es eines Abends, daß ich, der ich ihn mit jeweiliger Zuziehung des Professors X. in den letzten Jahren behandelt hatte, ihm auf sein dringendes Verlangen das feierliche Versprechen gab, bei Eintritt des Todes die Eröffnung seiner Leiche unter jeder Bedingung zu verhindern.",0,0,44
421,Am Kamin,"Kurz ehe dieser erfolgte, mußte ich in Veranlassung einer amtlichen Kommission die Stadt verlassen, nachdem ich die Sorge für diesen wie für meine andern Kranken dem Professor X. übertragen hatte.",0,0,30
